n_id|slug|name|url|image_url|total_perfumes|common_position|first_year|last_year|categories|summary_text|n_id_aliases_p|n_id_primary_name_p
2412|Rose|Rose|https://www.parfumo.com/Fragrance_Note/Rose|https://media.parfumo.com/notes_png/aa/aa_6ede6c59a5008d703c7bac8c91187256f1bf8863_1200.png|31587|heart|1765|2026|c231;c533|Parfumo knows 31587 perfumes which contain the fragrance note Rose . It often occurs in in the heart note of a perfume. The fragrance note appeared first in the year 1765 and last in 2026 .||
2451|Rosemary|Rosemary|https://www.parfumo.com/Fragrance_Note/Rosemary|https://media.parfumo.com/notes_png/f2/f2_c9f22941e7e9a7a1b1e59ff8e76e30d7a73ccfa8_1200.png|4094|top|1768|2026|c284;c535|Parfumo knows 4094 perfumes which contain the fragrance note Rosemary . It often occurs in the top note of a perfume. The fragrance note appeared first in the year 1768 and last in 2026 .||
2438|Rosewood|Rosewood|https://www.parfumo.com/Fragrance_Note/Rosewood|https://media.parfumo.com/notes_png/28/28_fda2ba6cd59b1b1e7a19c1f35cd55e7deb7e0b11_1200.png|2568|throughout the entire fragrance|1822|2026|c536;c669|Parfumo knows 2568 perfumes which contain the fragrance note Rosewood . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 1822 and last in 2026 .||
2514|Sandalwood|Sandalwood|https://www.parfumo.com/Fragrance_Note/Sandalwood|https://media.parfumo.com/notes_png/26/26_bd99f72e655bca3fc7a81d27891c4237bc33d68a_1200.png|41897|base|1840|2026|c546;c668|Parfumo knows 41897 perfumes which contain the fragrance note Sandalwood . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1840 and last in 2026 .||
2359|Smoke|Smoke|https://www.parfumo.com/Fragrance_Note/Smoke|https://media.parfumo.com/notes_png/0b/0b_ce7649aa972192c0e2b8f73b046c1303b2023139_1200.png|1247|throughout the entire fragrance|2001|2026|c561|Parfumo knows 1247 perfumes which contain the fragrance note Smoke . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 2001 and last in 2026 .||
3584|Smoked_tea|Smoked tea|https://www.parfumo.com/Fragrance_Note/Smoked_tea|https://media.parfumo.com/notes_png/c7/c7_59dcc490b0fa344935dae19eae8b058c21705857_1200.png|52|throughout the entire fragrance|2006|2026|c75;c561|Parfumo knows 52 perfumes which contain the fragrance note Smoked tea . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 2006 and last in 2026 .||
901|Spices|Spices|https://www.parfumo.com/Fragrance_Note/Spices|https://media.parfumo.com/notes_png/56/56_6204157dd2ddc73b539ee9a129c63a02e3f6eaef_1200.png|4736|throughout the entire fragrance|1873|2026|c566;c567|Parfumo knows 4736 perfumes which contain the fragrance note Spices . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 1873 and last in 2026 .||
2692|Styrax|Styrax|https://www.parfumo.com/Fragrance_Note/Styrax|https://media.parfumo.com/notes_png/b6/b6_706c1b1ac09dc93e5f98214078334c95298ae1bb_1200.png|1727|base|1895|2026|c524;c577|Parfumo knows 1727 perfumes which contain the fragrance note Styrax . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1895 and last in 2026 .||
16906|tahitian-vanilla|Tahitian vanilla|https://www.parfumo.com/Fragrance_Note/tahitian-vanilla|https://media.parfumo.com/notes_png/20/20_e4919c28876ee350587aa495191905c26d0a16a9_1200.png|420|throughout the entire fragrance|1999|2026|c445;c598;c636|Parfumo knows 420 perfumes which contain the fragrance note Tahitian vanilla . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 1999 and last in 2026 .||
12340|Tarocco_orange|Tarocco orange|https://www.parfumo.com/Fragrance_Note/Tarocco_orange|https://media.parfumo.com/notes_png/cf/cf_82b7ebded809fec46d65d71986d713e4236ddd95_1200.png|16|top|2008|2025|c441|Parfumo knows 16 perfumes which contain the fragrance note Tarocco orange . It often occurs in the top note of a perfume. The fragrance note appeared first in the year 2008 and last in 2025 .||
2718|Tobacco|Tobacco|https://www.parfumo.com/Fragrance_Note/Tobacco|https://media.parfumo.com/notes_png/ec/ec_8d57d865c810e28a0f4c6cfef9badeb7e19bc3c0_1200.png|6249|throughout the entire fragrance|1911|2026|c618|Parfumo knows 6249 perfumes which contain the fragrance note Tobacco . It often occurs throughout the entire fragrance of the perfume of a perfume. The fragrance note appeared first in the year 1911 and last in 2026 .||
2830|Tonka_bean|Tonka bean|https://www.parfumo.com/Fragrance_Note/Tonka_bean|https://media.parfumo.com/notes_png/86/86_ab6a97837b05a04c95ebd91df2ecdaeab269a6c2_1200.png|16946|base|1768|2026|c445;c623|Parfumo knows 16946 perfumes which contain the fragrance note Tonka bean . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1768 and last in 2026 .||
2855|Tuberose|Tuberose|https://www.parfumo.com/Fragrance_Note/Tuberose|https://media.parfumo.com/notes_png/ce/ce_abd9f0472124871b50b8949aca3f867d6d8c8ca4_1200.png|6545|heart|1765|2026|c231;c628;c660|Parfumo knows 6545 perfumes which contain the fragrance note Tuberose . It often occurs in in the heart note of a perfume. The fragrance note appeared first in the year 1765 and last in 2026 .||
14544|Turkish_damask_rose|Turkish damask rose|https://www.parfumo.com/Fragrance_Note/Turkish_damask_rose|https://media.parfumo.com/notes_png/01/01_f0ba974af53093ef835f5646ac212c769d408c4b_1200.png|76|heart|2006|2026|c196;c231;c533|Parfumo knows 76 perfumes which contain the fragrance note Turkish damask rose . It often occurs in in the heart note of a perfume. The fragrance note appeared first in the year 2006 and last in 2026 .||
2871|Vanilla|Vanilla|https://www.parfumo.com/Fragrance_Note/Vanilla|https://media.parfumo.com/notes_png/20/20_e4919c28876ee350587aa495191905c26d0a16a9_1200.png|45659|base|1768|2026|c445;c636|Parfumo knows 45659 perfumes which contain the fragrance note Vanilla . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1768 and last in 2026 .|2896:Vanilla|
2876|Vanilla_absolute|Vanilla absolute|https://www.parfumo.com/Fragrance_Note/Vanilla_absolute|https://media.parfumo.com/notes_png/20/20_e4919c28876ee350587aa495191905c26d0a16a9_1200.png|1247|base|1978|2026|c636|Parfumo knows 1247 perfumes which contain the fragrance note Vanilla absolute . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1978 and last in 2026 .||
11362|Venezuelan_tonka_bean|Venezuelan tonka bean|https://www.parfumo.com/Fragrance_Note/Venezuelan_tonka_bean|https://media.parfumo.com/notes_png/86/86_ab6a97837b05a04c95ebd91df2ecdaeab269a6c2_1200.png|126|base|2005|2026|c623|Parfumo knows 126 perfumes which contain the fragrance note Venezuelan tonka bean . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 2005 and last in 2026 .||
2925|Vetiver|Vetiver|https://www.parfumo.com/Fragrance_Note/Vetiver|https://media.parfumo.com/notes_png/db/db_7f1298c4b9d0d979d6a932d38e56ee2f3223955a_1200.png|20547|base|1888|2026|c265;c642;c669|Parfumo knows 20547 perfumes which contain the fragrance note Vetiver . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1888 and last in 2026 .||
2901|Violet|Violet|https://www.parfumo.com/Fragrance_Note/Violet|https://media.parfumo.com/notes_png/70/70_77851638a3ed2f18627388fd10af32c150af1c71_1200.png|11251|heart|1668|2026|c231;c644|Parfumo knows 11251 perfumes which contain the fragrance note Violet . It often occurs in in the heart note of a perfume. The fragrance note appeared first in the year 1668 and last in 2026 .||
3760|Woody_notes|Woody notes|https://www.parfumo.com/Fragrance_Note/Woody_notes|https://media.parfumo.com/notes_png/28/28_fda2ba6cd59b1b1e7a19c1f35cd55e7deb7e0b11_1200.png|8200|base|1860|2026|c435;c669|Parfumo knows 8200 perfumes which contain the fragrance note Woody notes . It often occurs in the base note of a perfume. The fragrance note appeared first in the year 1860 and last in 2026 .||
3115|Ylang_ylang|Ylang-ylang|https://www.parfumo.com/Fragrance_Note/Ylang_ylang|https://media.parfumo.com/notes_png/44/44_a90a7567c36ef3a18ae3755af852596e98c8a5fe_1200.png|10469|heart|1808|2026|c231;c676|Parfumo knows 10469 perfumes which contain the fragrance note Ylang-ylang . It often occurs in in the heart note of a perfume. The fragrance note appeared first in the year 1808 and last in 2026 .||
